"13.0,0.0,0.0,1,0.65,0.35"
"25.0,0.0,1.0,0,0.46,0.54"
"44.0,0.0,0.0,1,0.65,0.35"
"47.0,0.0,0.0,1,0.65,0.35"
"51.0,0.0,0.0,1,0.57,0.43"
"53.0,0.0,1.0,0,0.36,0.64"
"60.0,0.0,1.0,0,0.5,0.5"
"63.0,0.0,1.0,0,0.46,0.54"
"96.0,0.0,0.0,1,0.65,0.35"
"98.0,0.0,1.0,0,0.36,0.64"
"103.0,0.0,1.0,0,0.5,0.5"
"113.0,0.0,1.0,0,0.36,0.64"
"123.0,0.0,1.0,0,0.5,0.5"
"130.0,0.0,1.0,0,0.5,0.5"
"140.0,0.0,1.0,0,0.36,0.64"
"156.0,0.0,0.0,1,0.65,0.35"
"157.0,0.0,1.0,0,0.36,0.64"
"182.0,0.0,1.0,0,0.36,0.64"
"187.0,0.0,0.0,1,0.62,0.38"
"191.0,0.0,1.0,0,0.36,0.64"
"195.0,0.0,0.0,1,0.65,0.35"
"204.0,0.0,0.0,1,0.53,0.47"
"207.0,0.0,1.0,0,0.36,0.64"
"208.0,0.0,0.0,1,0.57,0.43"
"219.0,0.0,0.0,1,0.62,0.38"
"240.0,0.0,0.0,1,0.65,0.35"
"255.0,0.0,1.0,0,0.5,0.5"
"258.0,0.0,1.0,0,0.5,0.5"
"271.0,0.0,0.0,1,0.53,0.47"
"283.0,0.0,0.0,1,0.65,0.35"
"288.0,0.0,0.0,1,0.53,0.47"
"303.0,0.0,1.0,0,0.36,0.64"
"304.0,1.0,1.0,1,0.36,0.64"
"306.0,0.0,1.0,0,0.36,0.64"
"307.0,0.0,1.0,0,0.5,0.5"
"326.0,0.0,1.0,0,0.36,0.64"
"338.0,0.0,1.0,0,0.36,0.64"
"347.0,0.0,0.0,1,0.53,0.47"
"354.0,0.0,0.0,1,0.65,0.35"
"360.0,0.0,0.0,1,0.65,0.35"
"372.0,0.0,1.0,0,0.36,0.64"
"377.0,0.0,0.0,1,0.65,0.35"
"380.0,0.0,1.0,0,0.36,0.64"
"382.0,0.0,1.0,0,0.46,0.54"
"395.0,0.0,0.0,1,0.65,0.35"
"397.0,0.0,1.0,0,0.36,0.64"
"422.0,0.0,0.0,1,0.65,0.35"
"442.0,0.0,1.0,0,0.5,0.5"
"464.0,0.0,1.0,0,0.36,0.64"
"469.0,0.0,1.0,0,0.5,0.5"
"472.0,0.0,1.0,0,0.46,0.54"
"475.0,0.0,0.0,1,0.53,0.47"
"485.0,1.0,1.0,1,0.36,0.64"
"488.0,1.0,1.0,1,0.5,0.5"
"501.0,0.0,1.0,0,0.46,0.54"
"509.0,0.0,1.0,0,0.5,0.5"
"510.0,0.0,1.0,0,0.36,0.64"
"531.0,0.0,0.0,1,0.53,0.47"
"534.0,0.0,0.0,1,0.53,0.47"
