"16.0,0.0,0.0,1,0.63,0.37"
"21.0,0.0,0.0,1,0.5,0.5"
"34.0,0.0,0.0,1,0.63,0.37"
"39.0,0.0,1.0,0,0.41,0.59"
"43.0,0.0,0.0,1,0.55,0.45"
"49.0,1.0,1.0,1,0.26,0.74"
"56.0,0.0,0.0,1,0.63,0.37"
"58.0,0.0,0.0,1,0.55,0.45"
"59.0,0.0,0.0,1,0.55,0.45"
"68.0,0.0,0.0,1,0.63,0.37"
"75.0,0.0,0.0,1,0.5,0.5"
"76.0,0.0,0.0,1,0.63,0.37"
"86.0,0.0,1.0,0,0.41,0.59"
"88.0,0.0,0.0,1,0.63,0.37"
"127.0,0.0,1.0,0,0.49,0.51"
"137.0,0.0,0.0,1,0.63,0.37"
"160.0,0.0,0.0,1,0.55,0.45"
"164.0,0.0,1.0,0,0.49,0.51"
"166.0,0.0,0.0,1,0.55,0.45"
"201.0,0.0,0.0,1,0.55,0.45"
"212.0,0.0,0.0,1,0.63,0.37"
"213.0,0.0,1.0,0,0.36,0.64"
"223.0,0.0,0.0,1,0.55,0.45"
"279.0,0.0,0.0,1,0.5,0.5"
"284.0,0.0,0.0,1,0.5,0.5"
"292.0,0.0,1.0,0,0.41,0.59"
"305.0,0.0,0.0,1,0.55,0.45"
"315.0,0.0,0.0,1,0.55,0.45"
"320.0,0.0,0.0,1,0.63,0.37"
"332.0,0.0,0.0,1,0.63,0.37"
"356.0,0.0,0.0,1,0.55,0.45"
"358.0,0.0,0.0,1,0.5,0.5"
"375.0,0.0,1.0,0,0.49,0.51"
"378.0,0.0,0.0,1,0.63,0.37"
"379.0,0.0,1.0,0,0.49,0.51"
"392.0,0.0,0.0,1,0.63,0.37"
"394.0,0.0,1.0,0,0.41,0.59"
"417.0,1.0,1.0,1,0.41,0.59"
"419.0,0.0,0.0,1,0.63,0.37"
"429.0,0.0,0.0,1,0.5,0.5"
"444.0,0.0,1.0,0,0.41,0.59"
"471.0,0.0,1.0,0,0.49,0.51"
"481.0,0.0,1.0,0,0.41,0.59"
"482.0,0.0,0.0,1,0.5,0.5"
"483.0,0.0,0.0,1,0.63,0.37"
"516.0,0.0,0.0,1,0.5,0.5"
"529.0,0.0,1.0,0,0.49,0.51"
"536.0,1.0,0.0,0,0.63,0.37"
"539.0,0.0,1.0,0,0.49,0.51"
"541.0,0.0,0.0,1,0.5,0.5"
"558.0,0.0,1.0,0,0.26,0.74"
