"0.0,0.0,0.0,1,0.65,0.35"
"12.0,0.0,0.0,1,0.61,0.39"
"24.0,0.0,1.0,0,0.49,0.51"
"37.0,0.0,0.0,1,0.65,0.35"
"61.0,0.0,0.0,1,0.57,0.43"
"65.0,0.0,0.0,1,0.65,0.35"
"74.0,0.0,0.0,1,0.65,0.35"
"77.0,0.0,1.0,0,0.49,0.51"
"84.0,0.0,0.0,1,0.65,0.35"
"85.0,1.0,1.0,1,0.5,0.5"
"87.0,0.0,0.0,1,0.65,0.35"
"91.0,0.0,1.0,0,0.5,0.5"
"92.0,0.0,1.0,0,0.37,0.63"
"99.0,0.0,0.0,1,0.57,0.43"
"101.0,0.0,1.0,0,0.49,0.51"
"102.0,0.0,0.0,1,0.62,0.38"
"112.0,0.0,1.0,0,0.49,0.51"
"121.0,0.0,0.0,1,0.65,0.35"
"126.0,0.0,1.0,0,0.5,0.5"
"128.0,0.0,0.0,1,0.65,0.35"
"135.0,0.0,0.0,1,0.65,0.35"
"138.0,0.0,1.0,0,0.49,0.51"
"144.0,0.0,0.0,1,0.61,0.39"
"145.0,0.0,1.0,0,0.37,0.63"
"146.0,0.0,0.0,1,0.57,0.43"
"173.0,0.0,0.0,1,0.65,0.35"
"178.0,0.0,1.0,0,0.37,0.63"
"180.0,0.0,0.0,1,0.65,0.35"
"184.0,0.0,1.0,0,0.5,0.5"
"186.0,0.0,1.0,0,0.37,0.63"
"193.0,0.0,1.0,0,0.37,0.63"
"196.0,0.0,0.0,1,0.65,0.35"
"199.0,0.0,1.0,0,0.37,0.63"
"215.0,0.0,0.0,1,0.65,0.35"
"217.0,0.0,0.0,1,0.62,0.38"
"218.0,0.0,1.0,0,0.49,0.51"
"222.0,0.0,1.0,0,0.37,0.63"
"225.0,0.0,1.0,0,0.37,0.63"
"227.0,0.0,0.0,1,0.57,0.43"
"237.0,0.0,0.0,1,0.65,0.35"
"242.0,0.0,0.0,1,0.65,0.35"
"249.0,0.0,0.0,1,0.65,0.35"
"261.0,0.0,1.0,0,0.46,0.54"
"262.0,0.0,1.0,0,0.46,0.54"
"267.0,0.0,1.0,0,0.37,0.63"
"269.0,0.0,1.0,0,0.49,0.51"
"316.0,1.0,1.0,1,0.46,0.54"
"328.0,0.0,1.0,0,0.5,0.5"
"335.0,0.0,0.0,1,0.65,0.35"
"336.0,0.0,0.0,1,0.65,0.35"
"341.0,1.0,1.0,1,0.37,0.63"
"359.0,0.0,1.0,0,0.37,0.63"
"364.0,0.0,0.0,1,0.65,0.35"
"368.0,0.0,0.0,1,0.61,0.39"
"388.0,0.0,1.0,0,0.5,0.5"
"398.0,0.0,1.0,0,0.5,0.5"
"400.0,0.0,0.0,1,0.65,0.35"
"402.0,0.0,1.0,0,0.46,0.54"
"407.0,0.0,0.0,1,0.57,0.43"
"410.0,0.0,1.0,0,0.49,0.51"
"437.0,0.0,0.0,1,0.57,0.43"
"441.0,0.0,1.0,0,0.49,0.51"
"446.0,0.0,0.0,1,0.65,0.35"
"458.0,0.0,1.0,0,0.49,0.51"
"466.0,0.0,1.0,0,0.37,0.63"
"474.0,0.0,1.0,0,0.5,0.5"
"495.0,0.0,1.0,0,0.37,0.63"
"519.0,0.0,1.0,0,0.49,0.51"
"524.0,0.0,0.0,1,0.65,0.35"
"535.0,0.0,1.0,0,0.37,0.63"
"540.0,0.0,1.0,0,0.37,0.63"
"557.0,0.0,1.0,0,0.37,0.63"
"568.0,0.0,1.0,0,0.37,0.63"
"569.0,0.0,0.0,1,0.61,0.39"
"571.0,0.0,0.0,1,0.61,0.39"
"576.0,0.0,1.0,0,0.5,0.5"
"581.0,0.0,1.0,0,0.5,0.5"
"585.0,0.0,1.0,0,0.37,0.63"
"589.0,0.0,0.0,1,0.65,0.35"
"590.0,0.0,1.0,0,0.37,0.63"
"626.0,0.0,0.0,1,0.65,0.35"
"630.0,0.0,0.0,1,0.65,0.35"
"645.0,0.0,1.0,0,0.46,0.54"
"646.0,0.0,0.0,1,0.65,0.35"
"651.0,0.0,1.0,0,0.37,0.63"
"662.0,0.0,0.0,1,0.65,0.35"
"665.0,0.0,1.0,0,0.37,0.63"
"668.0,0.0,1.0,0,0.49,0.51"
"687.0,0.0,0.0,1,0.57,0.43"
"691.0,0.0,0.0,1,0.62,0.38"
"698.0,0.0,1.0,0,0.49,0.51"
"731.0,0.0,1.0,0,0.49,0.51"
"739.0,0.0,1.0,0,0.5,0.5"
"757.0,0.0,0.0,1,0.65,0.35"
"764.0,0.0,1.0,0,0.49,0.51"
"802.0,0.0,1.0,0,0.46,0.54"
"811.0,0.0,1.0,0,0.5,0.5"
"833.0,0.0,1.0,0,0.5,0.5"
"840.0,0.0,0.0,1,0.65,0.35"
"846.0,0.0,1.0,0,0.49,0.51"
"853.0,0.0,1.0,0,0.37,0.63"
"869.0,0.0,1.0,0,0.37,0.63"
"870.0,0.0,0.0,1,0.57,0.43"
"873.0,0.0,0.0,1,0.57,0.43"
"877.0,0.0,0.0,1,0.65,0.35"
"880.0,0.0,0.0,1,0.57,0.43"
"889.0,0.0,1.0,0,0.49,0.51"
"923.0,0.0,1.0,0,0.46,0.54"
"928.0,0.0,0.0,1,0.65,0.35"
"939.0,0.0,0.0,1,0.57,0.43"
"951.0,0.0,0.0,1,0.65,0.35"
